event_id,user_id,task_id,session_id,event_time,event_name,suggestion_id,prompt_group
e_001218,u_0141,t_00188,s_00188,2026-06-22T22:30,upload_resume,,A
e_001219,u_0141,t_00188,s_00188,2026-06-22T22:31,upload_jd,,A
e_001220,u_0141,t_00188,s_00188,2026-06-22T22:32,generate_suggestion,,A
e_001221,u_0141,t_00188,s_00188,2026-06-22T22:34,reject_suggestion,sg_f3cc98282f,A
e_001222,u_0141,t_00188,s_00188,2026-06-22T22:34,adopt_suggestion,sg_21d6e635c4,A
e_001223,u_0141,t_00188,s_00188,2026-06-22T22:35,reject_suggestion,sg_fdfcac0c40,A
e_001224,u_0141,t_00188,s_00188,2026-06-22T22:35,adopt_suggestion,sg_7116be42ba,A
e_001225,u_0141,t_00188,s_00188,2026-06-22T22:36,reject_suggestion,sg_85a4ae7613,A
e_001226,u_0141,t_00188,s_00188,2026-06-22T22:36,adopt_suggestion,sg_a2860605f4,A
e_001227,u_0141,t_00188,s_00188,2026-06-22T22:39,export_report,,A
e_001228,u_0141,t_00189,s_00189,2026-05-02T02:30,visit_product,,B
e_001229,u_0141,t_00189,s_00189,2026-05-02T02:31,upload_resume,,B
e_001230,u_0141,t_00189,s_00189,2026-05-02T02:32,upload_jd,,B
e_001231,u_0141,t_00189,s_00189,2026-05-02T02:33,generate_suggestion,,B
e_001232,u_0141,t_00189,s_00189,2026-05-02T02:35,adopt_suggestion,sg_06963892fa,B
e_001233,u_0141,t_00189,s_00189,2026-05-02T02:36,adopt_suggestion,sg_32eed840fe,B
e_001234,u_0141,t_00189,s_00189,2026-05-02T02:37,adopt_suggestion,sg_f87824b22f,B
e_001235,u_0141,t_00189,s_00189,2026-05-02T02:40,export_report,,B
e_001236,u_0142,t_00190,s_00190,2026-06-04T14:25,visit_product,,A
e_001237,u_0142,t_00190,s_00190,2026-06-04T14:26,upload_resume,,A
e_001238,u_0142,t_00190,s_00190,2026-06-04T14:27,upload_jd,,A
e_001239,u_0142,t_00190,s_00190,2026-06-04T14:28,generate_suggestion,,A
e_001240,u_0142,t_00190,s_00190,2026-06-04T14:30,adopt_suggestion,sg_a97ee7812e,A
e_001241,u_0142,t_00190,s_00190,2026-06-04T14:31,adopt_suggestion,sg_2dba44fe5b,A
e_001242,u_0142,t_00190,s_00190,2026-06-04T14:32,adopt_suggestion,sg_147f58ae2a,A
e_001243,u_0142,t_00190,s_00190,2026-06-04T14:35,export_report,,A
e_001244,u_0142,t_00191,s_00191,2026-06-14T07:11,visit_product,,B
e_001245,u_0142,t_00191,s_00191,2026-06-14T07:12,upload_resume,,B
e_001246,u_0142,t_00191,s_00191,2026-06-14T07:13,upload_jd,,B
e_001247,u_0143,t_00192,s_00192,2026-06-05T03:52,visit_product,,B
e_001248,u_0143,t_00192,s_00192,2026-06-05T03:53,upload_resume,,B
e_001249,u_0143,t_00192,s_00192,2026-06-05T03:54,upload_jd,,B
e_001250,u_0143,t_00192,s_00192,2026-06-05T03:55,generate_suggestion,,B
e_001251,u_0143,t_00192,s_00192,2026-06-05T03:57,adopt_suggestion,sg_b9424d11be,B
e_001252,u_0143,t_00192,s_00192,2026-06-05T03:58,adopt_suggestion,sg_27c6744acf,B
e_001253,u_0143,t_00192,s_00192,2026-06-05T03:59,adopt_suggestion,sg_3356ab0d5c,B
e_001254,u_0143,t_00192,s_00192,2026-06-05T03:57,reject_suggestion,sg_56ced62831,B
e_001255,u_0143,t_00192,s_00192,2026-06-05T04:00,adopt_suggestion,sg_d69e3c7f15,B
e_001256,u_0143,t_00192,s_00192,2026-06-05T04:01,adopt_suggestion,sg_da2f5cdb61,B
e_001257,u_0143,t_00192,s_00192,2026-06-05T04:02,export_report,,B
e_001258,u_0144,t_00193,s_00193,2026-06-04T09:24,visit_product,,A
e_001259,u_0144,t_00193,s_00193,2026-06-04T09:25,upload_resume,,A
e_001260,u_0144,t_00193,s_00193,2026-06-04T09:26,upload_jd,,A
e_001261,u_0144,t_00193,s_00193,2026-06-04T09:27,generate_suggestion,,A
e_001262,u_0144,t_00193,s_00193,2026-06-04T09:29,reject_suggestion,sg_73f1279085,A
e_001263,u_0144,t_00193,s_00193,2026-06-04T09:29,adopt_suggestion,sg_86e221011b,A
e_001264,u_0144,t_00193,s_00193,2026-06-04T09:30,reject_suggestion,sg_ebba5f565d,A
e_001265,u_0144,t_00193,s_00193,2026-06-04T09:31,reject_suggestion,sg_ab833b2d9e,A
e_001266,u_0144,t_00193,s_00193,2026-06-04T09:32,reject_suggestion,sg_821d417cfb,A
e_001267,u_0144,t_00193,s_00193,2026-06-04T09:33,reject_suggestion,sg_7bac51aead,A
e_001268,u_0144,t_00194,s_00194,2026-06-24T09:03,visit_product,,B
e_001269,u_0144,t_00194,s_00194,2026-06-24T09:04,upload_resume,,B
e_001270,u_0144,t_00194,s_00194,2026-06-24T09:05,upload_jd,,B
e_001271,u_0144,t_00194,s_00194,2026-06-24T09:06,generate_suggestion,,B
e_001272,u_0144,t_00194,s_00194,2026-06-24T09:08,adopt_suggestion,sg_0c5daf9697,B
e_001273,u_0144,t_00194,s_00194,2026-06-24T09:09,adopt_suggestion,sg_dff6629492,B
e_001274,u_0144,t_00194,s_00194,2026-06-24T09:10,adopt_suggestion,sg_a468325934,B
e_001275,u_0144,t_00194,s_00194,2026-06-24T09:08,reject_suggestion,sg_fc32762a92,B
e_001276,u_0144,t_00194,s_00194,2026-06-24T09:09,reject_suggestion,sg_cafd307043,B
e_001277,u_0144,t_00194,s_00194,2026-06-24T09:11,adopt_suggestion,sg_25df911b90,B
e_001278,u_0145,t_00195,s_00195,2026-05-14T21:11,visit_product,,B
e_001279,u_0145,t_00195,s_00195,2026-05-14T21:12,upload_resume,,B
e_001280,u_0145,t_00195,s_00195,2026-05-14T21:13,upload_jd,,B
e_001281,u_0145,t_00195,s_00195,2026-05-14T21:14,generate_suggestion,,B
e_001282,u_0145,t_00195,s_00195,2026-05-14T21:16,reject_suggestion,sg_593dad5229,B
e_001283,u_0145,t_00195,s_00195,2026-05-14T21:17,reject_suggestion,sg_a83382384f,B
e_001284,u_0145,t_00195,s_00195,2026-05-14T21:16,adopt_suggestion,sg_5db6aac068,B
e_001285,u_0145,t_00195,s_00195,2026-05-14T21:18,reject_suggestion,sg_bb8c5c875d,B
e_001286,u_0145,t_00195,s_00195,2026-05-14T21:17,adopt_suggestion,sg_1aad6d1918,B
e_001287,u_0145,t_00195,s_00195,2026-05-14T21:18,adopt_suggestion,sg_e1c205836d,B
e_001288,u_0145,t_00195,s_00195,2026-05-14T21:21,export_report,,B
e_001289,u_0146,t_00196,s_00196,2026-06-08T13:39,visit_product,,B
e_001290,u_0146,t_00196,s_00196,2026-06-08T13:40,upload_resume,,B
e_001291,u_0146,t_00196,s_00196,2026-06-08T13:41,upload_jd,,B
e_001292,u_0146,t_00196,s_00196,2026-06-08T13:42,generate_suggestion,,B
e_001293,u_0146,t_00196,s_00196,2026-06-08T13:44,adopt_suggestion,sg_e55ed18f8e,B
e_001294,u_0146,t_00196,s_00196,2026-06-08T13:45,adopt_suggestion,sg_ad9dd8edaa,B
e_001295,u_0146,t_00196,s_00196,2026-06-08T13:46,adopt_suggestion,sg_90c6973e98,B
e_001296,u_0146,t_00197,s_00197,2026-06-29T17:36,visit_product,,B
e_001297,u_0146,t_00197,s_00197,2026-06-29T17:37,upload_resume,,B
e_001298,u_0146,t_00198,s_00198,2026-05-31T22:05,visit_product,,A
e_001299,u_0146,t_00198,s_00198,2026-05-31T22:06,upload_resume,,A
e_001300,u_0146,t_00198,s_00198,2026-05-31T22:07,upload_jd,,A
e_001301,u_0146,t_00199,s_00199,2026-06-26T19:05,visit_product,,A
e_001302,u_0146,t_00199,s_00199,2026-06-26T19:06,upload_resume,,A
e_001303,u_0146,t_00199,s_00199,2026-06-26T19:07,upload_jd,,A
e_001304,u_0146,t_00199,s_00199,2026-06-26T19:08,generate_suggestion,,A
e_001305,u_0146,t_00199,s_00199,2026-06-26T19:10,reject_suggestion,sg_9f6936bafd,A
e_001306,u_0146,t_00199,s_00199,2026-06-26T19:11,reject_suggestion,sg_73102c6444,A
e_001307,u_0146,t_00199,s_00199,2026-06-26T19:10,adopt_suggestion,sg_982639775e,A
e_001308,u_0147,t_00200,s_00200,2026-05-23T09:18,visit_product,,B
e_001309,u_0147,t_00200,s_00200,2026-05-23T09:19,upload_resume,,B
e_001310,u_0147,t_00200,s_00200,2026-05-23T09:20,upload_jd,,B
e_001311,u_0147,t_00200,s_00200,2026-05-23T09:21,generate_suggestion,,B
e_001312,u_0147,t_00200,s_00200,2026-05-23T09:23,adopt_suggestion,sg_329462089e,B
e_001313,u_0147,t_00200,s_00200,2026-05-23T09:24,adopt_suggestion,sg_1775cef9d1,B
e_001314,u_0147,t_00200,s_00200,2026-05-23T09:25,adopt_suggestion,sg_5abe45c0c8,B
e_001315,u_0147,t_00200,s_00200,2026-05-23T09:26,adopt_suggestion,sg_3b4c24870f,B
e_001316,u_0147,t_00200,s_00200,2026-05-23T09:27,adopt_suggestion,sg_887ae78886,B
e_001317,u_0147,t_00200,s_00200,2026-05-23T09:28,adopt_suggestion,sg_36ed08bbe3,B
e_001318,u_0148,t_00201,s_00201,2026-06-02T02:54,visit_product,,A
e_001319,u_0148,t_00201,s_00201,2026-06-02T02:55,upload_resume,,A
e_001320,u_0148,t_00201,s_00201,2026-06-02T02:56,upload_jd,,A
e_001321,u_0148,t_00201,s_00201,2026-06-02T02:57,generate_suggestion,,A
e_001322,u_0148,t_00201,s_00201,2026-06-02T02:59,adopt_suggestion,sg_6912c1cd02,A
e_001323,u_0148,t_00201,s_00201,2026-06-02T03:00,adopt_suggestion,sg_aa3a9d556f,A
e_001324,u_0148,t_00201,s_00201,2026-06-02T02:59,reject_suggestion,sg_0079f9a066,A
e_001325,u_0149,t_00202,s_00202,2026-05-16T15:11,visit_product,,B
e_001326,u_0149,t_00202,s_00202,2026-05-16T15:12,upload_resume,,B
e_001327,u_0150,t_00203,s_00203,2026-06-18T13:49,visit_product,,A
e_001328,u_0150,t_00203,s_00203,2026-06-18T13:50,upload_resume,,A
e_001329,u_0150,t_00203,s_00203,2026-06-18T13:51,upload_jd,,A
e_001330,u_0150,t_00203,s_00203,2026-06-18T13:52,generate_suggestion,,A
e_001331,u_0150,t_00203,s_00203,2026-06-18T13:54,adopt_suggestion,sg_4d24d80193,A
e_001332,u_0150,t_00203,s_00203,2026-06-18T13:55,adopt_suggestion,sg_f6f63b8f73,A
e_001333,u_0150,t_00203,s_00203,2026-06-18T13:54,reject_suggestion,sg_1fc641d9a7,A
e_001334,u_0150,t_00203,s_00203,2026-06-18T13:56,adopt_suggestion,sg_8eecdea98a,A
e_001335,u_0150,t_00203,s_00203,2026-06-18T13:57,adopt_suggestion,sg_3267f6e338,A
e_001336,u_0150,t_00203,s_00203,2026-06-18T13:55,reject_suggestion,sg_4da06c8c06,A
e_001337,u_0150,t_00203,s_00203,2026-06-18T13:59,export_report,,A
e_001338,u_0151,t_00204,s_00204,2026-05-17T04:33,visit_product,,B
e_001339,u_0151,t_00204,s_00204,2026-05-17T04:34,upload_resume,,B
e_001340,u_0151,t_00204,s_00204,2026-05-17T04:35,upload_jd,,B
e_001341,u_0152,t_00205,s_00205,2026-06-28T17:40,visit_product,,A
e_001342,u_0152,t_00205,s_00205,2026-06-28T17:41,upload_resume,,A
e_001343,u_0153,t_00206,s_00206,2026-06-21T03:16,visit_product,,B
e_001344,u_0153,t_00206,s_00206,2026-06-21T03:17,upload_resume,,B
e_001345,u_0153,t_00206,s_00206,2026-06-21T03:18,upload_jd,,B
e_001346,u_0153,t_00206,s_00206,2026-06-21T03:19,generate_suggestion,,B
e_001347,u_0153,t_00206,s_00206,2026-06-21T03:21,adopt_suggestion,sg_9128713815,B
e_001348,u_0153,t_00206,s_00206,2026-06-21T03:22,adopt_suggestion,sg_a016f95dc0,B
e_001349,u_0153,t_00206,s_00206,2026-06-21T03:23,adopt_suggestion,sg_1b07f39a7e,B
e_001350,u_0153,t_00206,s_00206,2026-06-21T03:26,export_report,,B
e_001351,u_0154,t_00207,s_00207,2026-05-01T02:00,visit_product,,A
e_001352,u_0154,t_00207,s_00207,2026-05-01T02:01,upload_resume,,A
e_001353,u_0154,t_00207,s_00207,2026-05-01T02:02,upload_jd,,A
e_001354,u_0154,t_00207,s_00207,2026-05-01T02:03,generate_suggestion,,A
e_001355,u_0154,t_00207,s_00207,2026-05-01T02:05,adopt_suggestion,sg_83a6222f28,A
e_001356,u_0154,t_00207,s_00207,2026-05-01T02:05,reject_suggestion,sg_1b9188c46d,A
e_001357,u_0154,t_00207,s_00207,2026-05-01T02:06,adopt_suggestion,sg_dc66870d69,A
e_001358,u_0154,t_00207,s_00207,2026-05-01T02:10,export_report,,A
e_001359,u_0154,t_00208,s_00208,2026-05-09T12:42,visit_product,,A
e_001360,u_0154,t_00208,s_00208,2026-05-09T12:43,upload_resume,,A
e_001361,u_0154,t_00208,s_00208,2026-05-09T12:44,upload_jd,,A
e_001362,u_0154,t_00208,s_00208,2026-05-09T12:45,generate_suggestion,,A
e_001363,u_0154,t_00208,s_00208,2026-05-09T12:47,adopt_suggestion,sg_f5ec5532fb,A
e_001364,u_0154,t_00208,s_00208,2026-05-09T12:48,adopt_suggestion,sg_b456e7d045,A
e_001365,u_0154,t_00208,s_00208,2026-05-09T12:49,adopt_suggestion,sg_77ab607416,A
e_001366,u_0154,t_00208,s_00208,2026-05-09T12:50,adopt_suggestion,sg_c84a235802,A
e_001367,u_0154,t_00208,s_00208,2026-05-09T12:47,reject_suggestion,sg_e9a2aefbdc,A
e_001368,u_0154,t_00208,s_00208,2026-05-09T12:51,adopt_suggestion,sg_8fd4fcc50d,A
e_001369,u_0154,t_00208,s_00208,2026-05-09T12:52,export_report,,A
e_001370,u_0154,t_00209,s_00209,2026-05-18T01:24,visit_product,,A
e_001371,u_0154,t_00209,s_00209,2026-05-18T01:25,upload_resume,,A
e_001372,u_0155,t_00210,s_00210,2026-06-01T06:39,visit_product,,B
e_001373,u_0155,t_00210,s_00210,2026-06-01T06:40,upload_resume,,B
e_001374,u_0155,t_00210,s_00210,2026-06-01T06:41,upload_jd,,B
e_001375,u_0155,t_00210,s_00210,2026-06-01T06:42,generate_suggestion,,B
e_001376,u_0155,t_00210,s_00210,2026-06-01T06:44,adopt_suggestion,sg_994b8f228a,B
e_001377,u_0155,t_00210,s_00210,2026-06-01T06:45,adopt_suggestion,sg_7d2f780c7c,B
e_001378,u_0155,t_00210,s_00210,2026-06-01T06:46,adopt_suggestion,sg_4662e7823a,B
e_001379,u_0155,t_00210,s_00210,2026-06-01T06:49,export_report,,B
e_001380,u_0156,t_00211,s_00211,2026-05-02T15:09,visit_product,,B
e_001381,u_0156,t_00211,s_00211,2026-05-02T15:10,upload_resume,,B
e_001382,u_0156,t_00211,s_00211,2026-05-02T15:11,upload_jd,,B
e_001383,u_0156,t_00211,s_00211,2026-05-02T15:12,generate_suggestion,,B
e_001384,u_0156,t_00211,s_00211,2026-05-02T15:14,adopt_suggestion,sg_2267d29e88,B
e_001385,u_0156,t_00211,s_00211,2026-05-02T15:15,adopt_suggestion,sg_e967fb5d04,B
e_001386,u_0156,t_00211,s_00211,2026-05-02T15:16,adopt_suggestion,sg_15cfa5e220,B
e_001387,u_0156,t_00211,s_00211,2026-05-02T15:17,adopt_suggestion,sg_2f293f9d9a,B
e_001388,u_0156,t_00211,s_00211,2026-05-02T15:18,adopt_suggestion,sg_f4a36153e5,B
e_001389,u_0156,t_00211,s_00211,2026-05-02T15:19,adopt_suggestion,sg_c788752393,B
e_001390,u_0157,t_00212,s_00212,2026-05-25T22:52,visit_product,,A
e_001391,u_0157,t_00212,s_00212,2026-05-25T22:53,upload_resume,,A
e_001392,u_0157,t_00212,s_00212,2026-05-25T22:54,upload_jd,,A
e_001393,u_0157,t_00212,s_00212,2026-05-25T22:55,generate_suggestion,,A
e_001394,u_0157,t_00212,s_00212,2026-05-25T22:57,reject_suggestion,sg_5afb27acf4,A
e_001395,u_0157,t_00212,s_00212,2026-05-25T22:57,adopt_suggestion,sg_d92864377d,A
e_001396,u_0157,t_00212,s_00212,2026-05-25T22:58,adopt_suggestion,sg_fd13397d0c,A
e_001397,u_0157,t_00212,s_00212,2026-05-25T22:59,adopt_suggestion,sg_2b09b4d11f,A
e_001398,u_0157,t_00212,s_00212,2026-05-25T22:58,reject_suggestion,sg_d73e9a670b,A
e_001399,u_0157,t_00212,s_00212,2026-05-25T22:59,reject_suggestion,sg_8be503781f,A
e_001400,u_0157,t_00212,s_00212,2026-05-25T23:02,export_report,,A
e_001401,u_0157,t_00213,s_00213,2026-06-12T06:19,visit_product,,A
e_001402,u_0157,t_00213,s_00213,2026-06-12T06:20,upload_resume,,A
e_001403,u_0158,t_00214,s_00214,2026-05-29T23:12,visit_product,,A
e_001404,u_0158,t_00214,s_00214,2026-05-29T23:13,upload_resume,,A
e_001405,u_0158,t_00214,s_00214,2026-05-29T23:14,upload_jd,,A
e_001406,u_0158,t_00214,s_00214,2026-05-29T23:15,generate_suggestion,,A
e_001407,u_0158,t_00214,s_00214,2026-05-29T23:17,adopt_suggestion,sg_4b68f0ddc3,A
e_001408,u_0158,t_00214,s_00214,2026-05-29T23:18,adopt_suggestion,sg_fed4d7991a,A
e_001409,u_0158,t_00214,s_00214,2026-05-29T23:19,adopt_suggestion,sg_2f4a1c4c2a,A
e_001410,u_0159,t_00215,s_00215,2026-05-04T10:50,visit_product,,A
e_001411,u_0159,t_00215,s_00215,2026-05-04T10:51,upload_resume,,A
e_001412,u_0159,t_00215,s_00215,2026-05-04T10:52,upload_jd,,A
e_001413,u_0159,t_00215,s_00215,2026-05-04T10:53,generate_suggestion,,A
e_001414,u_0159,t_00215,s_00215,2026-05-04T10:55,reject_suggestion,sg_066e52f82d,A
e_001415,u_0159,t_00215,s_00215,2026-05-04T10:55,adopt_suggestion,sg_2e65159df6,A
e_001416,u_0159,t_00215,s_00215,2026-05-04T10:56,reject_suggestion,sg_032040c125,A
e_001417,u_0159,t_00215,s_00215,2026-05-04T10:57,reject_suggestion,sg_994b038fd5,A
e_001418,u_0159,t_00215,s_00215,2026-05-04T10:56,adopt_suggestion,sg_5bde390dcd,A
e_001419,u_0159,t_00215,s_00215,2026-05-04T10:58,reject_suggestion,sg_1a22c97251,A
e_001420,u_0159,t_00215,s_00215,2026-05-04T11:00,export_report,,A
e_001421,u_0159,t_00216,s_00216,2026-06-14T20:08,visit_product,,A
e_001422,u_0159,t_00216,s_00216,2026-06-14T20:09,upload_resume,,A
e_001423,u_0159,t_00216,s_00216,2026-06-14T20:10,upload_jd,,A
e_001424,u_0159,t_00217,s_00217,2026-05-05T03:07,visit_product,,A
e_001425,u_0159,t_00217,s_00217,2026-05-05T03:08,upload_resume,,A
e_001426,u_0159,t_00217,s_00217,2026-05-05T03:09,upload_jd,,A
e_001427,u_0159,t_00217,s_00217,2026-05-05T03:10,generate_suggestion,,A
e_001428,u_0159,t_00217,s_00217,2026-05-05T03:12,reject_suggestion,sg_acf0f21ed7,A
e_001429,u_0159,t_00217,s_00217,2026-05-05T03:12,adopt_suggestion,sg_93a9a166ef,A
e_001430,u_0159,t_00217,s_00217,2026-05-05T03:13,reject_suggestion,sg_232bd7b039,A
e_001431,u_0159,t_00217,s_00217,2026-05-05T03:14,reject_suggestion,sg_4fef07cad3,A
e_001432,u_0159,t_00217,s_00217,2026-05-05T03:15,reject_suggestion,sg_bb0d1a62b5,A
e_001433,u_0159,t_00217,s_00217,2026-05-05T03:13,adopt_suggestion,sg_b6defbb898,A
e_001434,u_0160,t_00218,s_00218,2026-05-05T03:17,visit_product,,A
e_001435,u_0160,t_00218,s_00218,2026-05-05T03:18,upload_resume,,A
e_001436,u_0160,t_00218,s_00218,2026-05-05T03:19,upload_jd,,A
e_001437,u_0160,t_00218,s_00218,2026-05-05T03:20,generate_suggestion,,A
e_001438,u_0160,t_00218,s_00218,2026-05-05T03:22,adopt_suggestion,sg_2b1426b4a7,A
e_001439,u_0160,t_00218,s_00218,2026-05-05T03:23,adopt_suggestion,sg_e354c57e63,A
e_001440,u_0160,t_00218,s_00218,2026-05-05T03:22,reject_suggestion,sg_c1062caa0f,A
e_001441,u_0160,t_00218,s_00218,2026-05-05T03:27,export_report,,A
e_001442,u_0161,t_00219,s_00219,2026-05-06T00:00,visit_product,,A
e_001443,u_0161,t_00219,s_00219,2026-05-06T00:01,upload_resume,,A
e_001444,u_0161,t_00219,s_00219,2026-05-06T00:02,upload_jd,,A
e_001445,u_0161,t_00219,s_00219,2026-05-06T00:03,generate_suggestion,,A
e_001446,u_0161,t_00219,s_00219,2026-05-06T00:05,reject_suggestion,sg_a2c980442e,A
e_001447,u_0161,t_00219,s_00219,2026-05-06T00:05,adopt_suggestion,sg_29ef42a25c,A
e_001448,u_0161,t_00219,s_00219,2026-05-06T00:06,reject_suggestion,sg_5db332669a,A
e_001449,u_0161,t_00219,s_00219,2026-05-06T00:07,reject_suggestion,sg_700827a7b7,A
e_001450,u_0161,t_00219,s_00219,2026-05-06T00:08,reject_suggestion,sg_cf1c349ea2,A
e_001451,u_0161,t_00219,s_00219,2026-05-06T00:06,adopt_suggestion,sg_407f80cdf7,A
e_001452,u_0162,t_00220,s_00220,2026-06-01T19:05,visit_product,,A
e_001453,u_0162,t_00220,s_00220,2026-06-01T19:06,upload_resume,,A
e_001454,u_0162,t_00220,s_00220,2026-06-01T19:07,upload_jd,,A
e_001455,u_0162,t_00220,s_00220,2026-06-01T19:08,generate_suggestion,,A
e_001456,u_0162,t_00220,s_00220,2026-06-01T19:10,adopt_suggestion,sg_7f8aebc5a3,A
e_001457,u_0162,t_00220,s_00220,2026-06-01T19:11,adopt_suggestion,sg_92d27e59aa,A
e_001458,u_0162,t_00220,s_00220,2026-06-01T19:12,adopt_suggestion,sg_daf55cd452,A
e_001459,u_0162,t_00220,s_00220,2026-06-01T19:13,adopt_suggestion,sg_d652c5377e,A
e_001460,u_0162,t_00220,s_00220,2026-06-01T19:14,adopt_suggestion,sg_0467df0a6f,A
e_001461,u_0162,t_00220,s_00220,2026-06-01T19:15,adopt_suggestion,sg_e0ca3ac09f,A
e_001462,u_0162,t_00221,s_00221,2026-05-13T03:50,visit_product,,B
e_001463,u_0162,t_00221,s_00221,2026-05-13T03:51,upload_resume,,B
e_001464,u_0163,t_00222,s_00222,2026-06-29T01:03,visit_product,,A
e_001465,u_0163,t_00222,s_00222,2026-06-29T01:04,upload_resume,,A
e_001466,u_0163,t_00222,s_00222,2026-06-29T01:05,upload_jd,,A
e_001467,u_0163,t_00222,s_00222,2026-06-29T01:06,generate_suggestion,,A
e_001468,u_0163,t_00222,s_00222,2026-06-29T01:08,adopt_suggestion,sg_e80b27702d,A
e_001469,u_0163,t_00222,s_00222,2026-06-29T01:08,reject_suggestion,sg_51470fb90d,A
e_001470,u_0163,t_00222,s_00222,2026-06-29T01:09,reject_suggestion,sg_2d1f0ecb19,A
e_001471,u_0163,t_00222,s_00222,2026-06-29T01:09,adopt_suggestion,sg_54dd369906,A
e_001472,u_0163,t_00222,s_00222,2026-06-29T01:10,reject_suggestion,sg_c8d9760ac3,A
e_001473,u_0163,t_00222,s_00222,2026-06-29T01:11,reject_suggestion,sg_da49121eb1,A
e_001474,u_0163,t_00222,s_00222,2026-06-29T01:13,export_report,,A
e_001475,u_0163,t_00223,s_00223,2026-05-29T18:37,visit_product,,A
e_001476,u_0163,t_00223,s_00223,2026-05-29T18:38,upload_resume,,A
e_001477,u_0163,t_00223,s_00223,2026-05-29T18:39,upload_jd,,A
e_001478,u_0163,t_00223,s_00223,2026-05-29T18:40,generate_suggestion,,A
e_001479,u_0163,t_00223,s_00223,2026-05-29T18:42,adopt_suggestion,sg_a4aee855b9,A
e_001480,u_0163,t_00223,s_00223,2026-05-29T18:42,reject_suggestion,sg_ed3378e0ff,A
e_001481,u_0163,t_00223,s_00223,2026-05-29T18:43,adopt_suggestion,sg_c983f39450,A
e_001482,u_0163,t_00223,s_00223,2026-05-29T18:44,adopt_suggestion,sg_98757d7e38,A
e_001483,u_0163,t_00223,s_00223,2026-05-29T18:43,reject_suggestion,sg_773e36e7c4,A
e_001484,u_0163,t_00223,s_00223,2026-05-29T18:44,reject_suggestion,sg_6c6c220583,A
e_001485,u_0163,t_00223,s_00223,2026-05-29T18:47,export_report,,A
e_001486,u_0164,t_00224,s_00224,2026-05-25T11:08,visit_product,,B
e_001487,u_0164,t_00224,s_00224,2026-05-25T11:09,upload_resume,,B
e_001488,u_0164,t_00224,s_00224,2026-05-25T11:10,upload_jd,,B
e_001489,u_0164,t_00224,s_00224,2026-05-25T11:11,generate_suggestion,,B
e_001490,u_0164,t_00224,s_00224,2026-05-25T11:13,adopt_suggestion,sg_7a7b84cc23,B
e_001491,u_0164,t_00224,s_00224,2026-05-25T11:14,adopt_suggestion,sg_19c78eabb8,B
e_001492,u_0164,t_00224,s_00224,2026-05-25T11:15,adopt_suggestion,sg_b39c4e3fad,B
e_001493,u_0164,t_00225,s_00225,2026-06-08T05:50,visit_product,,A
e_001494,u_0164,t_00225,s_00225,2026-06-08T05:51,upload_resume,,A
e_001495,u_0165,t_00226,s_00226,2026-06-01T06:37,visit_product,,B
e_001496,u_0165,t_00226,s_00226,2026-06-01T06:38,upload_resume,,B
e_001497,u_0165,t_00226,s_00226,2026-06-01T06:39,upload_jd,,B
e_001498,u_0165,t_00226,s_00226,2026-06-01T06:40,generate_suggestion,,B
e_001499,u_0165,t_00226,s_00226,2026-06-01T06:42,adopt_suggestion,sg_fea1140f1b,B
e_001500,u_0165,t_00226,s_00226,2026-06-01T06:42,reject_suggestion,sg_1ad7499e02,B
e_001501,u_0165,t_00226,s_00226,2026-06-01T06:43,adopt_suggestion,sg_307b654f85,B
e_001502,u_0165,t_00226,s_00226,2026-06-01T06:47,export_report,,B
e_001503,u_0165,t_00227,s_00227,2026-05-03T01:30,visit_product,,A
e_001504,u_0165,t_00227,s_00227,2026-05-03T01:31,upload_resume,,A
e_001505,u_0165,t_00227,s_00227,2026-05-03T01:32,upload_jd,,A
e_001506,u_0165,t_00227,s_00227,2026-05-03T01:33,generate_suggestion,,A
e_001507,u_0165,t_00227,s_00227,2026-05-03T01:35,adopt_suggestion,sg_79b7d753b6,A
e_001508,u_0165,t_00227,s_00227,2026-05-03T01:35,reject_suggestion,sg_b25a1785ec,A
e_001509,u_0165,t_00227,s_00227,2026-05-03T01:36,reject_suggestion,sg_f7456d791c,A
e_001510,u_0165,t_00227,s_00227,2026-05-03T01:40,export_report,,A
e_001511,u_0166,t_00228,s_00228,2026-05-19T07:41,visit_product,,A
e_001512,u_0166,t_00229,s_00229,2026-06-15T14:54,visit_product,,B
e_001513,u_0166,t_00229,s_00229,2026-06-15T14:55,upload_resume,,B
e_001514,u_0166,t_00229,s_00229,2026-06-15T14:56,upload_jd,,B
e_001515,u_0167,t_00230,s_00230,2026-06-10T14:45,visit_product,,A
e_001516,u_0167,t_00230,s_00230,2026-06-10T14:46,upload_resume,,A
e_001517,u_0168,t_00231,s_00231,2026-05-28T08:44,visit_product,,A
e_001518,u_0169,t_00232,s_00232,2026-06-29T01:32,visit_product,,B
e_001519,u_0170,t_00233,s_00233,2026-05-30T19:02,visit_product,,B
e_001520,u_0170,t_00233,s_00233,2026-05-30T19:03,upload_resume,,B
e_001521,u_0170,t_00233,s_00233,2026-05-30T19:04,upload_jd,,B
e_001522,u_0170,t_00233,s_00233,2026-05-30T19:05,generate_suggestion,,B
e_001523,u_0170,t_00233,s_00233,2026-05-30T19:07,adopt_suggestion,sg_1ba5256968,B
e_001524,u_0170,t_00233,s_00233,2026-05-30T19:08,adopt_suggestion,sg_90161aab47,B
